arxiv_id,authors,updated,pdf_link,main_category,categories,title,abstract,published,link
2501.16699v1,"['Tiancheng Song', 'Yanyu Jia', 'Guo Yu', 'Yue Tang', 'Ayelet J. Uzan', 'Zhaoyi Joy Zheng', 'Haosen Guan', 'Michael Onyszczak', 'Ratnadwip Singha', 'Xin Gui', 'Kenji Watanabe', 'Takashi Taniguchi', 'Robert J. Cava', 'Leslie M. Schoop', 'N. P. Ong', 'Sanfeng Wu']",2025-01-28 04:33:07+00:00,https://arxiv.org/pdf/2501.16699v1,Mesoscale and Nanoscale Physics,"['Mesoscale and Nanoscale Physics', 'Strongly Correlated Electrons', 'Superconductivity']",Unconventional Superconducting Phase Diagram of Monolayer WTe2,"The existence of a quantum critical point (QCP) and fluctuations around it are believed to be important for understanding the phase diagram in unconventional superconductors such as cuprates, iron pnictides, and heavy fermion superconductors. However, the QCP is usually buried deep within the superconducting dome and is difficult to investigate. The connection between quantum critical fluctuations and superconductivity remains an outstanding problem in condensed matter. Here combining both electrical transport and Nernst experiments, we explicitly demonstrate the onset of superconductivity at an unconventional QCP in gate-tuned monolayer tungsten ditelluride (WTe2), with features incompatible with the conventional Bardeen-Cooper-Schrieffer (BCS) scenario. The results lead to a novel superconducting phase diagram that is distinguished from other known superconductors. Two distinct gate-tuned quantum phase transitions are observed at the ends of the superconducting dome. We find that quantum fluctuations around the QCP of the underdoped regime are essential for understanding how the monolayer superconductivity is established. The unconventional phase diagram we report here illustrates a previously unknown relation between superconductivity and QCP.",2025-01-28 04:33:07+00:00,http://arxiv.org/abs/2501.16699v1
2512.01266v1,"['Amartya Pal', 'Debashish Mondal', 'Tanay Nag', 'Arijit Saha']",2025-12-01 04:20:12+00:00,https://arxiv.org/pdf/2512.01266v1,Mesoscale and Nanoscale Physics,"['Mesoscale and Nanoscale Physics', 'Superconductivity']",Topological superconductivity and superconducting diode effect mediated via unconventional magnet and Ising spin-orbit coupling,"We propose a theoretical framework in which a one-dimensional (1D) tight-binding model incorporating unconventional magnetic order together with Rashba and Ising spin-orbit couplings are considered to realize two key phenomena in condensed matter systems: topological superconductivity and the superconducting diode effect (SDE). We first elucidate the underlying band topology of the normal-state Hamiltonian and subsequently introduce an on-site attractive Hubbard interaction. Performing a a self-consistent mean-field analysis, we establish superconducting order parameters in both the conventional Bardeen-Cooper-Schrieffer (BCS) and finite-momentum Fulde-Ferrell-Larkin-Ovchinnikov (FFLO) pairing channels. Intriguingly, both pairing states can support topological superconductivity, characterized by a nontrivial winding number, and lead to the emergence of four zero-energy Majorana modes localized at the ends of the 1D chain. The FFLO state further gives rise to an intrinsic field-free SDE, manifested as a nonreciprocal supercurrent and quantified by the diode efficiency $η$. Notably, our model yields a large diode efficiency $η\sim 65\%$, highlighting its potential for realising topological superconductivity and highly efficient superconducting devices.",2025-12-01 04:20:12+00:00,http://arxiv.org/abs/2512.01266v1
2510.25864v1,"['Daniel Shaffer', 'Alex Levchenko']",2025-10-29 18:08:07+00:00,https://arxiv.org/pdf/2510.25864v1,Superconductivity,"['Superconductivity', 'Quantum Physics']",Theories of Superconducting Diode Effects,"Superconducting diode effects (SDE), both in bulk superconductors and in Josephson junctions, have garnered a lot of attention due to potential applications in classical and quantum computing, as well as superconducting sensors. Here we review various mechanisms that have been theoretically proposed for their realization. We first provide a brief historical overview and discuss the basic but subtle phenomenological Ginzburg-Landau theory of SDE, emphasizing the need to the simultaneous breaking of time-reversal and inversion symmetries. We then proceed to more microscopic treatments, focusing especially on implementations in noncentrosymmetric materials described by the Rashba-Zeeman model. Finally, we review proposals based on other condensed matter systems such as altermagnets, valley polarized and topological materials, and systems out of equilibrium.",2025-10-29 18:08:07+00:00,http://arxiv.org/abs/2510.25864v1
2501.01466v2,['J. E. Hirsch'],2025-01-06 03:11:57+00:00,https://arxiv.org/pdf/2501.01466v2,Superconductivity,['Superconductivity'],"Hydride superconductivity: here to stay, or to lead astray and soon go away?","In a recent Comment (arXiv:2411.10522, Nat Rev Phys 7, 2 (2025)), fifteen prominent leaders in the field of condensed matter physics declare that hydride superconductivity is real and urge funding agencies to continue to support the field. I question the validity and constructiveness of their argument.",2024-12-31 18:57:10+00:00,http://arxiv.org/abs/2501.01466v2
2502.15930v1,"['Virgil V. Baran', 'Jens Paaske']",2025-02-21 20:57:40+00:00,https://arxiv.org/pdf/2502.15930v1,High Energy Physics - Phenomenology,"['High Energy Physics - Phenomenology', 'Strongly Correlated Electrons', 'Superconductivity', 'Nuclear Theory']",Yu-Shiba-Rusinov states in color superconducting quark matter,"The high-density region of the QCD phase diagram displays an intricate competition between color superconductivity and the QCD Kondo effect due to color exchange in quark matter containing a single heavy quark impurity. We explore the characteristic impurity-induced superconducting subgap states arising in such systems by generalizing the surrogate model solver, recently considered in the context of condensed matter physics [Phys. Rev. B 108, L220506 (2023)]. The method consists of approximating the full superconducting bulk by only a small number of effective levels whose parameters are chosen so as to best reproduce the Matsubara frequency dependence of the impurity-bulk hybridization function. We numerically solve a surrogate QCD Kondo model describing a quantum impurity color-exchange coupled to a two-color two-flavor superconducting bulk. The results directly indicate the presence of multiple phase transitions as the coupling of the impurity to the bulk is increased, due to the interplay between various overscreened states. The methods introduced here are straightforward enough to be extended to more realistic QCD scenarios.",2025-02-21 20:57:40+00:00,http://arxiv.org/abs/2502.15930v1
2504.05129v4,"['Peiyu Qin', 'Hai-Tian Wu', 'Ron Q. Nguyen', 'Erin Morissette', 'Naiyuan J. Zhang', 'K. Watanabe', 'T. Taniguchi', 'J. I. A. Li']",2026-01-06 17:03:02+00:00,https://arxiv.org/pdf/2504.05129v4,Mesoscale and Nanoscale Physics,"['Mesoscale and Nanoscale Physics', 'Strongly Correlated Electrons', 'Superconductivity']",Extreme Anisotropy in the Metallic and Superconducting Phases of Rhombohedral Hexalayer Graphene,"In strongly correlated electronic systems, Coulomb interactions frequently manifest through emergent electronic orders that spontaneously break rotational symmetry. Understanding how such symmetry breaking intertwines with other collective phenomena -- such as unconventional superconductivity -- and how it shapes experimental observables, particularly transport responses, remains a central challenge in modern condensed matter physics. Here, we report a metallic phase with extreme transport anisotropy in rhombohedral hexalayer graphene, with an anisotropy ratio rivaling that of quantum Hall stripe phases. At low temperature, a superconducting state emerges from this metallic phase. Strikingly, the superconductor not only inherits strong anisotropy but also exhibits a wide range of hysteretic transitions arising from the tunability of the underlying anisotropic order. Together, these findings reveal a previously unrecognized coexistence between superconductivity and extreme transport anisotropy, shedding new light on the role of rotational symmetry breaking in shaping unconventional superconductivity in rhombohedral graphene.",2025-04-07 14:33:00+00:00,http://arxiv.org/abs/2504.05129v4
2302.14378v1,"['Jianjun Ying', 'Shiqiu Liu', 'Qing Lu', 'Xikai Wen', 'Zhigang Gui', 'Yuqing Zhang', 'Xiaomeng Wang', 'Jian Sun', 'Xianhui Chen']",2023-02-28 08:02:05+00:00,https://arxiv.org/pdf/2302.14378v1,Superconductivity,"['Superconductivity', 'Materials Science']",Record-high-Tc elemental superconductivity in scandium,"Elemental materials provide clean and fundamental platforms for studying superconductivity. However, the highest superconducting critical temperature (Tc) yet observed in elements has not exceeded 30 K. Discovering elemental superconductors with a higher Tc is one of the most fundamental and challenging tasks in condensed matter physics. In this study, by applying high pressure up to approximately 260 GPa, we demonstrate that the superconducting transition temperature of elemental scandium (Sc) can be increased to 36 K, which is a record-high Tc for superconducting elements. The pressure dependence of Tc implies the occurrence of multiple phase transitions in Sc, which is in agreement with previous X-ray diffraction results. Optimization of Tc is achieved in the Sc-V phase, which can be attributed to the strong coupling between d electrons and moderate-frequency phonons, as suggested by our first-principles calculations. This study provides insights for exploring new high-Tc elemental metals.",2023-02-28 08:02:05+00:00,http://arxiv.org/abs/2302.14378v1
2512.08784v1,"['Sheng Chen', 'Qiao Yang', 'Wéi Wú', 'Fadi Sun']",2025-12-09 16:39:12+00:00,https://arxiv.org/pdf/2512.08784v1,Superconductivity,"['Superconductivity', 'Strongly Correlated Electrons']",Dominant Excitonic Superconductivity in a Three-component Hubbard Chain,"Understanding superconductivity emerging from repulsive fermions remains a major challenge in condensed matter physics. In this paper, we investigate the pairing tendencies in a one-dimensional, three component repulsive Hubbard model, using the density matrix renormalization group method. At half-filling, the system exhibits density wave ground state due to strong Hubbard repulsions. Upon doping, we find that Cooper pairs can emerge, whose fluctuations predominate the long-range physics in the system across a wide parameter range. The effective attractions between Cooper pairs are mediated by the particle-hole fluctuations in the third non-pairing component, resembling an excitonic mechanism of superconductivity. The coexistence of multiple density waves and superconductivity at different fermion fillings is explored. We also present an analytical study of the pairing mechanism in both weak and strong coupling limits. Our results provide a new perspective for understanding and exploring unconventional superconductivities in strongly correlated fermionic systems.",2025-12-09 16:39:12+00:00,http://arxiv.org/abs/2512.08784v1
2405.12298v1,"['David Möckli', 'Murilo Kessler de Azambuja']",2024-05-20 18:04:57+00:00,https://arxiv.org/pdf/2405.12298v1,Superconductivity,['Superconductivity'],Magnetic superconductivity,"This paper serves as a primer on superconductivity, inviting students for further investigation. Although the theory of superconductivity is a many-body quantum theory, here we take a more didactic route based on thermodynamics and symmetry. We briefly survey the more than a century-old field and provide a one-sentence definition of a superconductor. Surprisingly, many textbooks lack such a definition, usually introducing superconductors through their properties rather than by definition. We explain the concept of an order parameter, symmetry, and symmetry breaking. Based on this, we clarify the difference between conventional and unconventional superconductors, which is frequently a confusing topic for newcomers. We provide the reader with a taste of a current research topic in the field of unconventional superconductivity and magnetism. For this, we explain the concept of time-reversal symmetry breaking in condensed matter physics, which is usually associated with a form of magnetism. Here, we show that time-reversal symmetry might be broken in superconductors, leading to magnetic properties due to superconductivity itself. For this purpose, we utilize the method of the Ginzburg-Landau theory for phase transitions. We discuss the field of chiral superconductivity and guide the interested reader to further study.",2024-05-20 18:04:57+00:00,http://arxiv.org/abs/2405.12298v1
2509.09330v1,"['Vladimir Bashmakov', 'Askar Iliasov', 'Tomáš Bzdušek', 'Andrey A. Bagrov']",2025-09-11 10:28:44+00:00,https://arxiv.org/pdf/2509.09330v1,Superconductivity,"['Superconductivity', 'Strongly Correlated Electrons', 'High Energy Physics - Theory']",Superconductivity in hyperbolic spaces: Regular hyperbolic lattices and Ginzburg-Landau theory,"We study $s$-wave superconductivity in hyperbolic spaces using the Bogoliubov-de Gennes theory for discrete hyperbolic lattices and the Ginzburg-Landau theory for the continuous hyperbolic plane. Hyperbolic lattices maintain a finite fraction of boundary sites regardless of system size, thus fundamentally altering superconductivity through enhanced boundary effects absent in flat space. Within the BCS framework for hyperbolic lattices, uniform systems reproduce standard bulk behavior, whereas finite systems with open boundaries, studied through exact diagonalization and Cayley-tree approximations, exhibit boundary-enhanced superconductivity and boundary-only superconducting states that persist above the bulk critical temperature. Numerical studies further reveal that boundary termination critically determines superconducting properties; in particular, rough boundaries with dangling bonds generate zero-energy modes that raise critical temperatures by several times relative to smooth boundaries. Turning to the complementary Ginzburg-Landau analysis of the hyperbolic plane, we find that finite geometries permit radial variations of the condensate absent in infinite space. Owing to the interplay between coherence length and curvature radius, the theory exhibits two types of superconductivity even without magnetic fields, with vortices replaced by lines of vanishing order parameter in the nontrivial type. Our findings establish hyperbolic geometry as a platform for engineering boundary-controlled superconductivity, opening new directions for physics in curved spaces in condensed matter and holography.",2025-09-11 10:28:44+00:00,http://arxiv.org/abs/2509.09330v1
2502.09878v1,"['Md Shafayat Hossain', 'Rajibul Islam', 'Zi-Jia Cheng', 'Zahir Muhammad', 'Qi Zhang', 'Zurab Guguchia', 'Jonas A. Krieger', 'Brian Casas', 'Yu-Xiao Jiang', 'Maksim Litskevich', 'Xian P. Yang', 'Byunghoon Kim', 'Tyler A. Cochran', 'Ilias E. Perakis', 'Fei Xue', 'Mehdi Kargarian', 'Weisheng Zhao', 'Luis Balicas', 'M. Zahid Hasan']",2025-02-14 03:08:42+00:00,https://arxiv.org/pdf/2502.09878v1,Superconductivity,"['Superconductivity', 'Mesoscale and Nanoscale Physics', 'Materials Science', 'Strongly Correlated Electrons', 'Applied Physics']",Superconductivity and a van Hove singularity confined to the surface of a topological semimetal,"The interplay between electronic topology and superconductivity is the subject of great current interest in condensed matter physics. For example, superconductivity induced on the surface of topological insulators is predicted to be triplet in nature, while the interplay between electronic correlations and topology may lead to unconventional superconductivity as in twisted bilayer graphene. Here, we unveil an unconventional two-dimensional superconducting state in the recently discovered Dirac nodal line semimetal ZrAs2 which is exclusively confined to the top and bottom surfaces within the crystal's ab plane. As a remarkable consequence of this emergent state, we observe a Berezinskii-Kosterlitz-Thouless (BKT) transition, the hallmark of two-dimensional superconductivity. Notably, this is the first observation of a BKT transition on the surface of a three-dimensional system. Furthermore, employing angle-resolved photoemission spectroscopy and first-principles calculations, we find that these same surfaces also host a two-dimensional van Hove singularity near the Fermi energy. The proximity of van Hove singularity to the Fermi level leads to enhanced electronic correlations contributing to the stabilization of superconductivity at the surface of ZrAs2, a unique phenomenon among topological semimetals. The surface-confined nature of the van Hove singularity, and associated superconductivity, realized for the first time, opens new avenues to explore the interplay between low-dimensional quantum topology, correlations, and superconductivity in a bulk material without resorting to the superconducting proximity effect.",2025-02-14 03:08:42+00:00,http://arxiv.org/abs/2502.09878v1
2304.12619v1,"['C. Patra', 'T. Agarwal', 'Rajeshwari R. Chowdhury', 'R. P. Singh']",2023-04-25 07:33:24+00:00,https://arxiv.org/pdf/2304.12619v1,Superconductivity,['Superconductivity'],Planar Hall effect and quasi-2D anisotropic superconductivity in topological candidate 1$T$-NbSeTe,"Superconducting topological materials have generated considerable interest in condensed matter research due to their unusual gap structures and topological properties. In this study, we have investigated the normal and superconducting characteristics of a potential topological semimetal 1$T$-NbSeTe through comprehensive transport and magnetization measurements on bulk single crystals. The results suggest the topological semimetallic nature of NbSeTe, evidenced by the observation of the planar Hall effect. Moreover, it displays quasi-2D anisotropic superconductivity, which breaks the Pauli limit. The coexistence of the topological semimetallic nature and superconductivity in NbSeTe makes it a potential contender for topological superconductivity.",2023-04-25 07:33:24+00:00,http://arxiv.org/abs/2304.12619v1
2510.07373v1,"['Omri Lesser', 'Yanjun Liu', 'Natalie Maus', 'Aaditya Panigrahi', 'Krishnanand Mallayya', 'Leslie M. Schoop', 'Jacob R. Gardner', 'Eun-Ah Kim']",2025-10-08 18:00:00+00:00,https://arxiv.org/pdf/2510.07373v1,Superconductivity,"['Superconductivity', 'Materials Science']",Learning to predict superconductivity,"Predicting the superconducting transition temperature ($T_c$) of materials remains a major challenge in condensed matter physics due to the lack of a comprehensive and quantitative theory. We present a data-driven approach that combines chemistry-informed feature extraction with interpretable machine learning to predict $T_c$ and classify superconducting materials. We develop a systematic featurization scheme that integrates structural and elemental information through graphlet histograms and symmetry vectors. Using experimentally validated structural data from the 3DSC database, we construct a curated, featurized dataset and design a new kernel to incorporate histogram features into Gaussian-process (GP) regression and classification. This framework yields an interpretable $T_c$ predictor with an $ R^2$ value of 0.93 and a superconductor classifier with quantified uncertainties. Feature-significance analysis further reveals that GP $T_c$ predictor can achieve near-optimal performance only using four second-order graphlet features. In particular, we discovered a previously overlooked feature of electron affinity difference between neighboring atoms as a universally predictive descriptor. Our graphlet-histogram approach not only highlights bonding-related elemental descriptors as unexpectedly powerful predictors of superconductivity but also provides a broadly applicable framework for predictive modeling of diverse material properties.",2025-10-08 18:00:00+00:00,http://arxiv.org/abs/2510.07373v1
2510.09170v1,"['Zhao Liu', 'Hui Hu', 'Xia-Ji Liu']",2025-10-10 09:14:10+00:00,https://arxiv.org/pdf/2510.09170v1,Superconductivity,"['Superconductivity', 'Materials Science', 'Strongly Correlated Electrons']",Altermagnetism and Superconductivity: A Short Historical Review,"This article explores the deep interconnections among three seemingly unrelated concepts in condensed matter physics: electronic liquid crystal phases, multipole expansions, and altermagnetism. At the heart of these phenomena lies a shared foundation: spin-momentum locking in the nonrelativistic regime. Originally proposed in the context of electronic liquid crystal phases, spin-momentum locking was later elegantly incorporated into the formalism of multipole expansions. This framework can be further extended across multiple atomic sites, making it particularly effective for describing altermagnets, which feature localized magnetic moments distributed over at least two sublattices. In the second part of the article, we examine superconducting phenomena that stem from this shared mechanism, focusing on superconductivity in systems with spin-momentum locked Fermi surfaces. We highlight a rich variety of unconventional superconducting states, including finite-momentum pairing, $d$-wave and spin-triplet superconductivity, and topological Bogoliubov Fermi surfaces, among others. Additional related topics are addressed in the concluding section. Overall, this work offers both an accessible introduction to the newly identified magnetic order known as altermagnetism and a conceptual guide for researchers aiming to harness the ensuing unconventional superconductivity in the development of future quantum technologies.",2025-10-10 09:14:10+00:00,http://arxiv.org/abs/2510.09170v1
2407.11332v1,"['Huiyuan Man', 'Yusuke Iguchi', 'Jin-Ke Bao', 'Duck Young Chung', 'Mercouri G. Kanatzidis']",2024-07-16 02:54:04+00:00,https://arxiv.org/pdf/2407.11332v1,Superconductivity,"['Superconductivity', 'Mesoscale and Nanoscale Physics', 'Materials Science']",In-situ local imaging of ferromagnetism and superconductivity in RbEuFe$_4$As$_4$,"The coexistence of superconductivity and ferromagnetism is an intrinsically interesting research focus in condensed matter physics but the study is limited by low superconducting ($T_c$) and magnetic ($T_m$) transition temperatures in related materials. Here, we used a scanning superconducting quantum interference device to image the in-situ diamagnetic and ferromagnetic responses of RbEuFe$_4$As$_4$ with high $T_c$ and $T_m$. We observed significant suppression of superfluid density in vicinity of the magnetic phase transition, signifying fluctuation-enhanced magnetic scatterings between Eu spins and Fe 3$d$ conduction electrons. Intriguingly, we observed multiple ferromagnetic domains which should be absent in an ideal magnetic helical phase. The formation of these domains demonstrates a weak $c$-axis ferromagnetic component probably arising from Eu spin-canting effect, indicative of possible superconductivity-driven domain Meissner and domain vortex-antivortex phases as revealed in EuFe$_2$(As$_{0.79}$P$_{0.21}$)$_2$. Our observations highlight RbEuFe$_4$As$_4$ is a unique system which includes multiple interplay channels between superconductivity and ferromagnetism.",2024-07-16 02:54:04+00:00,http://arxiv.org/abs/2407.11332v1
