arxiv_id,authors,updated,pdf_link,main_category,categories,title,abstract,published,link
2402.09895v2,['Tobias Rüttenauer'],2025-03-19 09:29:55+00:00,https://arxiv.org/pdf/2402.09895v2,Econometrics,['Econometrics'],Spatial Data Analysis,"This handbook chapter provides an essential introduction to the field of spatial econometrics, offering a comprehensive overview of techniques and methodologies for analysing spatial data in the social sciences. Spatial econometrics addresses the unique challenges posed by spatially dependent observations, where spatial relationships among data points can be of substantive interest or can significantly impact statistical analyses. The chapter begins by exploring the fundamental concepts of spatial dependence and spatial autocorrelation, and highlighting their implications for traditional econometric models. It then introduces a range of spatial econometric models, particularly spatial lag, spatial error, spatial lag of X, and spatial Durbin models, illustrating how these models accommodate spatial relationships and yield accurate and insightful results about the underlying spatial processes. The chapter provides an intuitive guide on how to interpret those different models. A practical example on London house prices demonstrates the application of spatial econometrics, emphasising its relevance in uncovering hidden spatial patterns, addressing endogeneity, and providing robust estimates in the presence of spatial dependence.",2024-02-15 11:43:31+00:00,http://arxiv.org/abs/2402.09895v2
2303.02716v5,"['Marzio Di Vece', 'Diego Garlaschelli', 'Tiziano Squartini']",2023-11-02 18:15:09+00:00,https://arxiv.org/pdf/2303.02716v5,Physics and Society,"['Physics and Society', 'Econometrics', 'Data Analysis, Statistics and Probability', 'Applications']","Deterministic, quenched and annealed parameter estimation for heterogeneous network models","At least two, different approaches to define and solve statistical models for the analysis of economic systems exist: the typical, econometric one, interpreting the Gravity Model specification as the expected link weight of an arbitrary probability distribution, and the one rooted into statistical physics, constructing maximum-entropy distributions constrained to satisfy certain network properties. In a couple of recent, companion papers they have been successfully integrated within the framework induced by the constrained minimisation of the Kullback-Leibler divergence: specifically, two, broad classes of models have been devised, i.e. the integrated and the conditional ones, defined by different, probabilistic rules to place links, load them with weights and turn them into proper, econometric prescriptions. Still, the recipes adopted by the two approaches to estimate the parameters entering into the definition of each model differ. In econometrics, a likelihood that decouples the binary and weighted parts of a model, treating a network as deterministic, is typically maximised; to restore its random character, two alternatives exist: either solving the likelihood maximisation on each configuration of the ensemble and taking the average of the parameters afterwards or taking the average of the likelihood function and maximising the latter one. The difference between these approaches lies in the order in which the operations of averaging and maximisation are taken - a difference that is reminiscent of the quenched and annealed ways of averaging out the disorder in spin glasses. The results of the present contribution, devoted to comparing these recipes in the case of continuous, conditional network models, indicate that the annealed estimation recipe represents the best alternative to the deterministic one.",2023-03-05 17:06:53+00:00,http://arxiv.org/abs/2303.02716v5
2502.04945v1,"['Yanhao', 'Wei', 'Zhenling Jiang']",2025-02-07 14:11:20+00:00,https://arxiv.org/pdf/2502.04945v1,Econometrics,"['Econometrics', 'Computation']",Estimating Parameters of Structural Models Using Neural Networks,"We study an alternative use of machine learning. We train neural nets to provide the parameter estimate of a given (structural) econometric model, for example, discrete choice or consumer search. Training examples consist of datasets generated by the econometric model under a range of parameter values. The neural net takes the moments of a dataset as input and tries to recognize the parameter value underlying that dataset. Besides the point estimate, the neural net can also output statistical accuracy. This neural net estimator (NNE) tends to limited-information Bayesian posterior as the number of training datasets increases. We apply NNE to a consumer search model. It gives more accurate estimates at lighter computational costs than the prevailing approach. NNE is also robust to redundant moment inputs. In general, NNE offers the most benefits in applications where other estimation approaches require very heavy simulation costs. We provide code at: https://nnehome.github.io.",2025-02-07 14:11:20+00:00,http://arxiv.org/abs/2502.04945v1
2311.14813v1,"['Ye Yang', 'Osman Dogan', 'Suleyman Taspinar', 'Fei Jin']",2023-11-24 19:10:13+00:00,https://arxiv.org/pdf/2311.14813v1,Econometrics,['Econometrics'],A Review of Cross-Sectional Matrix Exponential Spatial Models,"The matrix exponential spatial models exhibit similarities to the conventional spatial autoregressive model in spatial econometrics but offer analytical, computational, and interpretive advantages. This paper provides a comprehensive review of the literature on the estimation, inference, and model selection approaches for the cross-sectional matrix exponential spatial models. We discuss summary measures for the marginal effects of regressors and detail the matrix-vector product method for efficient estimation. Our aim is not only to summarize the main findings from the spatial econometric literature but also to make them more accessible to applied researchers. Additionally, we contribute to the literature by introducing some new results. We propose an M-estimation approach for models with heteroskedastic error terms and demonstrate that the resulting M-estimator is consistent and has an asymptotic normal distribution. We also consider some new results for model selection exercises. In a Monte Carlo study, we examine the finite sample properties of various estimators from the literature alongside the M-estimator.",2023-11-24 19:10:13+00:00,http://arxiv.org/abs/2311.14813v1
2308.01418v4,['Christis Katsouris'],2023-08-14 11:31:47+00:00,https://arxiv.org/pdf/2308.01418v4,Econometrics,['Econometrics'],Limit Theory under Network Dependence and Nonstationarity,"These lecture notes represent supplementary material for a short course on time series econometrics and network econometrics. We give emphasis on limit theory for time series regression models as well as the use of the local-to-unity parametrization when modeling time series nonstationarity. Moreover, we present various non-asymptotic theory results for moderate deviation principles when considering the eigenvalues of covariance matrices as well as asymptotics for unit root moderate deviations in nonstationary autoregressive processes. Although not all applications from the literature are covered we also discuss some open problems in the time series and network econometrics literature.",2023-08-02 20:32:19+00:00,http://arxiv.org/abs/2308.01418v4
2306.00016v1,"['Shadi Haj-Yahia', 'Omar Mansour', 'Tomer Toledo']",2023-05-30 12:53:55+00:00,https://arxiv.org/pdf/2306.00016v1,Machine Learning,"['Machine Learning', 'Artificial Intelligence', 'Econometrics']",Incorporating Domain Knowledge in Deep Neural Networks for Discrete Choice Models,"Discrete choice models (DCM) are widely employed in travel demand analysis as a powerful theoretical econometric framework for understanding and predicting choice behaviors. DCMs are formed as random utility models (RUM), with their key advantage of interpretability. However, a core requirement for the estimation of these models is a priori specification of the associated utility functions, making them sensitive to modelers' subjective beliefs. Recently, machine learning (ML) approaches have emerged as a promising avenue for learning unobserved non-linear relationships in DCMs. However, ML models are considered ""black box"" and may not correspond with expected relationships. This paper proposes a framework that expands the potential of data-driven approaches for DCM by supporting the development of interpretable models that incorporate domain knowledge and prior beliefs through constraints. The proposed framework includes pseudo data samples that represent required relationships and a loss function that measures their fulfillment, along with observed data, for model training. The developed framework aims to improve model interpretability by combining ML's specification flexibility with econometrics and interpretable behavioral analysis. A case study demonstrates the potential of this framework for discrete choice analysis.",2023-05-30 12:53:55+00:00,http://arxiv.org/abs/2306.00016v1
2311.03471v3,['Christis Katsouris'],2023-11-11 15:12:02+00:00,https://arxiv.org/pdf/2311.03471v3,Econometrics,['Econometrics'],Optimal Estimation Methodologies for Panel Data Regression Models,"This survey study discusses main aspects to optimal estimation methodologies for panel data regression models. In particular, we present current methodological developments for modeling stationary panel data as well as robust methods for estimation and inference in nonstationary panel data regression models. Some applications from the network econometrics and high dimensional statistics literature are also discussed within a stationary time series environment.",2023-11-06 19:15:11+00:00,http://arxiv.org/abs/2311.03471v3
2412.00920v2,['Kirill Safonov'],2024-12-13 18:40:52+00:00,https://arxiv.org/pdf/2412.00920v2,General Economics,['General Economics'],Neural Network Approach to Demand Estimation and Dynamic Pricing in Retail,"This paper contributes to the literature on parametric demand estimation by using deep learning to model consumer preferences. Traditional econometric methods often struggle with limited within-product price variation, a challenge addressed by the proposed neural network approach. The proposed method estimates the functional form of the demand and demonstrates higher performance in both simulations and empirical applications. Notably, under low price variation, the machine learning model outperforms econometric approaches, reducing the mean squared error of initial price parameter estimates by nearly threefold. In empirical setting, the ML model consistently predicts a negative relationship between demand and price in 100% of cases, whereas the econometric approach fails to do so in 20% of cases. The suggested model incorporates a wide range of product characteristics, as well as prices of other products and competitors.",2024-12-01 18:09:32+00:00,http://arxiv.org/abs/2412.00920v2
2510.25743v1,"['Bohan Zhang', 'Jiaxuan Li', 'Ali Hortaçsu', 'Xiaoyang Ye', 'Victor Chernozhukov', 'Angelo Ni', 'Edward Huang']",2025-10-29 17:46:07+00:00,https://arxiv.org/pdf/2510.25743v1,Econometrics,['Econometrics'],Agentic Economic Modeling,"We introduce Agentic Economic Modeling (AEM), a framework that aligns synthetic LLM choices with small-sample human evidence for reliable econometric inference. AEM first generates task-conditioned synthetic choices via LLMs, then learns a bias-correction mapping from task features and raw LLM choices to human-aligned choices, upon which standard econometric estimators perform inference to recover demand elasticities and treatment effects.We validate AEM in two experiments. In a large scale conjoint study with millions of observations, using only 10% of the original data to fit the correction model lowers the error of the demand-parameter estimates, while uncorrected LLM choices even increase the errors. In a regional field experiment, a mixture model calibrated on 10% of geographic regions estimates an out-of-domain treatment effect of -65\pm10 bps, closely matching the full human experiment (-60\pm8 bps).Under time-wise extrapolation, training with only day-one human data yields -24 bps (95% CI: [-26, -22], p<1e-5),improving over the human-only day-one baseline (-17 bps, 95% CI: [-43, +9], p=0.2049).These results demonstrate AEM's potential to improve RCT efficiency and establish a foundation method for LLM-based counterfactual generation.",2025-10-29 17:46:07+00:00,http://arxiv.org/abs/2510.25743v1
2410.08416v1,"['Gaurab Aryal', 'Isabelle Perrigne', 'Quang Vuong', 'Haiqing Xu']",2024-10-10 23:11:37+00:00,https://arxiv.org/pdf/2410.08416v1,General Economics,['General Economics'],Econometrics of Insurance with Multidimensional Types,"In this paper, we address the identification and estimation of insurance models where insurees have private information about their risk and risk aversion. The model includes random damages and allows for several claims, while insurers choose from a finite number of coverages. We show that the joint distribution of risk and risk aversion is nonparametrically identified despite bunching due to multidimensional types and a finite number of coverages. Our identification strategy exploits the observed number of claims as well as an exclusion restriction, and a full support assumption. Furthermore, our results apply to any form of competition. We propose a novel estimation procedure combining nonparametric estimators and GMM estimation that we illustrate in a Monte Carlo study.",2024-10-10 23:11:37+00:00,http://arxiv.org/abs/2410.08416v1
