vectorizer,dim_reduction,n_comp,K,collapsed,alg,CHI,DBI,SIL,CV_COHERENCE,NPMI_COHERENCE,top_keywords,rank_SIL,rank_CHI,rank_DBI,rank_CV,rank_NPMI,rank_total
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,4,False,KMeans,378.46099853515625,0.8992317962660713,0.5876817107200623,0.5131964254697127,-0.3012445274081907,"{0: ['fluid dynamic cfd', 'reduced order model', 'reduce order model', 'traffic capacity'], 1: ['global posedness', 'sobolev space', 'boundary layer', 'phase field'], 2: ['surrogate model', 'fluid dynamic cfd', 'data driven', 'high fidelity'], 3: ['transport noise', 'invariant measure', 'stochastic transport', 'stochastic flow']}",21.0,17.0,28.0,46.0,195.0,307.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,6,False,FCM,374.1407775878906,1.034326046208739,0.5480058193206787,0.5141947016609713,-0.2625514456267748,"{0: ['finite element method', 'finite volume', 'fluid dynamic cfd', 'high order dynamic'], 1: ['reduce order model', 'non intrusive', 'traffic capacity', 'proper orthogonal decomposition'], 2: ['transport noise', 'stochastic flow', 'stochastic transport', 'slow component'], 3: ['long time', 'porous medium', 'phase flow', 'navier stokes cahn'], 4: ['sobolev space', 'global posedness', 'boundary layer', 'prandtl equation'], 5: ['surrogate model', 'tensor train', 'high fidelity', 'machine learning']}",62.0,21.0,80.0,44.0,106.0,313.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,4,False,Agglomerative,376.0473937988281,0.8464452018944266,0.5335206985473633,0.5479449586834337,-0.29838169546632476,"{0: ['fluid dynamic cfd', 'reduce order model', 'reduced order model', 'data driven'], 1: ['initial data', 'global posedness', 'sobolev space', 'boundary layer'], 2: ['tensor train', 'machine learning', 'fluid dynamic cfd', 'operator learn'], 3: ['transport noise', 'stochastic transport', 'stochastic flow', 'martingale solution']}",75.0,19.0,10.0,25.0,188.0,317.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,5,False,FCM,373.15692138671875,1.1028324672487524,0.5384172797203064,0.5292529277730227,-0.24548835610720773,"{0: ['reduce order model', 'fluid dynamic cfd', 'non intrusive', 'data driven'], 1: ['surrogate model', 'tensor train', 'high fidelity', 'machine learning'], 2: ['phase field', 'porous medium', 'high order dynamic', 'discontinuous galerkin'], 3: ['transport noise', 'invariant measure', 'stochastic transport', 'stochastic flow'], 4: ['global posedness', 'sobolev space', 'surface tension', 'prandtl equation']}",70.0,22.0,136.0,33.0,66.0,327.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,7,False,FCM,344.4607238769531,0.9287393051509588,0.5841538310050964,0.4936629677624905,-0.2972816052465457,"{0: ['reduce order model', 'proper orthogonal decomposition', 'shape optimization', 'reduced order model'], 1: ['traffic capacity', 'blood flow', 'open source', 'fluid dynamic cfd'], 2: ['long time', 'phase flow', 'compressible phase', 'navier stokes cahn'], 3: ['high order dynamic', 'runge kutta', 'space time', 'interior penalty galerkin'], 4: ['initial data', 'sobolev space', 'global posedness', 'surface tension'], 5: ['surrogate model', 'tensor train', 'machine learning', 'high fidelity'], 6: ['transport noise', 'stochastic flow', 'stochastic transport', 'slow component']}",25.0,40.0,40.0,56.0,187.0,348.0
allenai/scibert_scivocab_uncased,UMAP,5,3,False,KMeans,309.9264221191406,1.0182769066864354,0.5882158279418945,0.4755005463360491,-0.26880777372257186,"{0: ['fluid dynamic cfd', 'incompressible navier stokes', 'traffic capacity', 'fluid dynamic problem'], 1: ['euler equation', 'weak solution', 'global posedness', 'sobolev space'], 2: ['high fidelity', 'surrogate model', 'data driven', 'fluid dynamic cfd']}",20.0,67.0,69.0,77.0,124.0,357.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,4,False,Agglomerative,361.4961242675781,1.1358933058924374,0.5567490458488464,0.5796048413155738,-0.25433095021460855,"{0: ['transport noise', 'large deviation', 'navier stokes cahn', 'stochastic transport'], 1: ['fluid dynamic cfd', 'reduce order model', 'reduced order model', 'data driven'], 2: ['surrogate model', 'tensor train', 'high fidelity', 'machine learning'], 3: ['sobolev space', 'global posedness', 'energy dissipation', 'existence solution']}",51.0,33.0,182.0,12.0,85.0,363.0
allenai/scibert_scivocab_uncased,UMAP,15,3,False,FCM,308.69378662109375,1.0368533369653015,0.5807849764823914,0.4755005463360491,-0.26880777372257186,"{0: ['fluid dynamic cfd', 'incompressible navier stokes', 'traffic capacity', 'fluid dynamic problem'], 1: ['high fidelity', 'surrogate model', 'fluid dynamic cfd', 'data driven'], 2: ['euler equation', 'weak solution', 'global posedness', 'sobolev space']}",28.0,74.0,81.0,77.0,124.0,384.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,5,False,Agglomerative,325.4609375,0.9522560432787387,0.49740350246429443,0.49961272202654283,-0.2895576046045177,"{0: ['fluid dynamic cfd', 'reynolds number', 'reduce order model', 'computational cost'], 1: ['initial data', 'global posedness', 'sobolev space', 'boundary layer'], 2: ['tensor train', 'machine learning', 'fluid dynamic cfd', 'operator learn'], 3: ['transport noise', 'stochastic flow', 'stochastic transport', 'slow component'], 4: ['maximal density', 'traffic flow', 'data assimilation', 'fundamental diagram']}",99.0,52.0,45.0,52.0,169.0,417.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,3,False,KMeans,464.4935302734375,0.850086559658653,0.6254686713218689,0.4140812600589105,-0.31041488179548504,"{0: ['fluid dynamic cfd', 'reduce order model', 'reduced order model', 'computational efficiency'], 1: ['weak solution', 'cahn hilliard', 'initial data', 'global posedness'], 2: ['surrogate model', 'data driven', 'fluid dynamic cfd', 'tensor train']}",4.0,1.0,12.0,182.0,219.0,418.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,6,False,KMeans,365.6319885253906,0.9705089640852829,0.5586161017417908,0.48841605957303824,-0.3167146420608142,"{0: ['blood flow', 'open source', 'fluid dynamic cfd', 'patient specific'], 1: ['initial data', 'sobolev space', 'global posedness', 'boundary layer'], 2: ['surrogate model', 'data driven', 'tensor train', 'fluid dynamic cfd'], 3: ['transport noise', 'stochastic flow', 'stochastic transport', 'slow component'], 4: ['phase flow', 'high order', 'navier stokes cahn', 'entropy stable'], 5: ['finite element method', 'reduce order model', 'reynolds number', 'domain decomposition']}",47.0,28.0,49.0,61.0,235.0,420.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,15,False,Agglomerative,257.4457092285156,0.9229140836987135,0.5522649884223938,0.4356310670814562,-0.2576645315953312,"{0: ['entropy stable', 'equation state', 'boundary procedure', 'high order'], 1: ['global posedness', 'obstacle problem', 'double phase', 'kuramoto sivashinsky equation'], 2: ['traffic capacity', 'blood flow', 'finite volume', 'finite element'], 3: ['reduce order model', 'proper orthogonal decomposition', 'data driven', 'shape optimization'], 4: ['relativistic fluid dynamic', 'stress tensor', 'relativistic euler equation', 'cauchy problem'], 5: ['surrogate model', 'tensor train', 'machine learning', 'high fidelity'], 6: ['interior penalty galerkin', 'compatible finite element', 'fluid flow', 'parallel time'], 7: ['transport noise', 'euler equation', 'stochastic flow', 'stochastic transport'], 8: ['boundary layer', 'incompressible fluid', 'solution navier stokes', 'compressible navier stokes'], 9: ['stokes cahn hilliard', 'navier stokes cahn', 'phase field model', 'cahn hilliard type'], 10: ['data assimilation', 'srsw model', 'stochastic rotating shallow', 'rotating shallow water'], 11: ['point vortex dynamic', 'stochastic modeling regularity', 'closed surface', 'energy transfer'], 12: ['openlb uq', 'gpu acceleration', 'speed power', 'power cost'], 13: ['active fluid', 'mixed finite element', 'finite element method', 'enhanced diffusion'], 14: ['isothermal euler equation', 'kinetic theory', 'rayleigh profile', 'hydrodynamic limit']}",57.0,110.0,37.0,134.0,91.0,429.0
allenai/scibert_scivocab_uncased,UMAP,10,3,False,KMeans,305.8769226074219,1.0370633097853161,0.5265756845474243,0.4755005463360491,-0.26880777372257186,"{0: ['fluid dynamic cfd', 'incompressible navier stokes', 'traffic capacity', 'fluid dynamic problem'], 1: ['euler equation', 'weak solution', 'global posedness', 'sobolev space'], 2: ['high fidelity', 'surrogate model', 'data driven', 'fluid dynamic cfd']}",83.0,79.0,83.0,77.0,124.0,446.0
allenai/scibert_scivocab_uncased,UMAP,10,3,False,FCM,304.1773986816406,1.0605733881549462,0.5119106769561768,0.513833128192748,-0.27279096200797986,"{0: ['incompressible navier stokes', 'numerical solution', 'fluid dynamic cfd', 'fluid dynamic problem'], 1: ['fluid dynamic cfd', 'surrogate model', 'high fidelity', 'data driven'], 2: ['euler equation', 'weak solution', 'global posedness', 'sobolev space']}",89.0,85.0,102.0,45.0,130.0,451.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,7,False,KMeans,387.6097106933594,0.8485657934042331,0.6309647560119629,0.4036468737132549,-0.306655079157104,"{0: ['blood flow', 'open source', 'fluid dynamic cfd', 'patient specific'], 1: ['sobolev space', 'global posedness', 'surface tension', 'prandtl equation'], 2: ['surrogate model', 'tensor train', 'machine learning', 'high fidelity'], 3: ['transport noise', 'stochastic transport', 'stochastic flow', 'suitable weak solution'], 4: ['reduce order model', 'proper orthogonal decomposition', 'data driven', 'shape optimization'], 5: ['high order dynamic', 'runge kutta', 'space time', 'interior penalty galerkin'], 6: ['long time', 'phase flow', 'navier stokes cahn', 'stokes cahn hilliard']}",3.0,14.0,11.0,212.0,212.0,452.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,5,False,FCM,348.568115234375,1.0600171098288966,0.5183036923408508,0.5038732403846817,-0.2948501826113491,"{0: ['reduce order model', 'fluid dynamic cfd', 'data driven', 'non intrusive'], 1: ['surrogate model', 'tensor train', 'high fidelity', 'machine learning'], 2: ['phase field', 'cahn hilliard', 'discontinuous galerkin', 'high order accuracy'], 3: ['transport noise', 'stochastic flow', 'stochastic transport', 'suitable weak solution'], 4: ['initial data', 'sobolev space', 'global posedness', 'boundary layer']}",88.0,39.0,100.0,51.0,183.0,461.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,7,False,KMeans,355.0014343261719,0.9220401683124341,0.5347781777381897,0.458041358772687,-0.31258219225411726,"{0: ['blood flow', 'open source', 'fluid dynamic cfd', 'patient specific'], 1: ['initial data', 'sobolev space', 'global posedness', 'boundary layer'], 2: ['surrogate model', 'data driven', 'tensor train', 'machine learning'], 3: ['transport noise', 'stochastic transport', 'stochastic flow', 'slow component'], 4: ['phase flow', 'entropy stable', 'stokes cahn hilliard', 'navier stokes cahn'], 5: ['maximal density', 'data assimilation', 'trajectory metric', 'enhanced diffusion'], 6: ['finite element method', 'domain decomposition', 'reduce order model', 'high order dynamic']}",74.0,37.0,36.0,102.0,221.0,470.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,3,False,Agglomerative,438.891845703125,0.8321795333601637,0.6142608523368835,0.47264723820860777,-0.3537197805069587,"{0: ['weak solution', 'cahn hilliard', 'initial data', 'global posedness'], 1: ['fluid dynamic cfd', 'reduce order model', 'reduced order model', 'data driven'], 2: ['surrogate model', 'tensor train', 'high fidelity', 'machine learning']}",9.0,5.0,6.0,82.0,372.0,474.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,7,False,Agglomerative,308.0457763671875,1.0073348904993076,0.5512730479240417,0.44039278537071835,-0.2849997403258848,"{0: ['finite element method', 'finite volume', 'fluid dynamic cfd', 'traffic capacity'], 1: ['burger equation', 'porous medium', 'phase flow', 'compressible phase'], 2: ['sobolev space', 'global posedness', 'surface tension', 'prandtl equation'], 3: ['surrogate model', 'tensor train', 'machine learning', 'high fidelity'], 4: ['data assimilation', 'enhanced diffusion', 'srsw model', 'stochastic rotating shallow'], 5: ['transport noise', 'stochastic transport', 'stochastic flow', 'martingale solution'], 6: ['reduce order model', 'proper orthogonal decomposition', 'data driven', 'shape optimization']}",59.0,77.0,62.0,127.0,156.0,481.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,5,False,KMeans,356.9837341308594,0.9822860892294136,0.5669256448745728,0.4567760422518267,-0.3198445830077238,"{0: ['fluid dynamic cfd', 'reduce order model', 'traffic capacity', 'reduced order model'], 1: ['sobolev space', 'global posedness', 'boundary layer', 'surface tension'], 2: ['surrogate model', 'high fidelity', 'tensor train', 'fluid dynamic cfd'], 3: ['transport noise', 'stochastic flow', 'stochastic transport', 'suitable weak solution'], 4: ['interior penalty galerkin', 'phase flow', 'navier stokes cahn', 'entropy stable']}",39.0,36.0,54.0,105.0,248.0,482.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,7,False,FCM,375.1993713378906,0.9088827937181267,0.5916318297386169,0.40581735866740054,-0.306463425068851,"{0: ['reduce order model', 'non intrusive', 'model reduction', 'proper orthogonal decomposition'], 1: ['traffic capacity', 'blood flow', 'open source', 'fluid dynamic cfd'], 2: ['long time', 'phase flow', 'navier stokes cahn', 'compressible phase'], 3: ['high order dynamic', 'runge kutta', 'space time', 'interior penalty galerkin'], 4: ['sobolev space', 'global posedness', 'boundary layer', 'prandtl equation'], 5: ['surrogate model', 'tensor train', 'machine learning', 'high fidelity'], 6: ['transport noise', 'stochastic transport', 'stochastic flow', 'martingale solution']}",17.0,20.0,32.0,206.0,210.0,485.0
allenai/scibert_scivocab_uncased,UMAP,15,3,False,KMeans,310.77691650390625,1.0157013910309287,0.5922638177871704,0.426333675346726,-0.3043880420805269,"{0: ['fluid dynamic cfd', 'finite volume', 'incompressible navier stokes', 'traffic capacity'], 1: ['euler equation', 'weak solution', 'global posedness', 'sobolev space'], 2: ['high fidelity', 'surrogate model', 'data driven', 'reduce order model']}",15.0,66.0,66.0,151.0,201.0,499.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,8,False,KMeans,371.5781555175781,0.8361825246125905,0.591903805732727,0.3656055698977332,-0.2738339537247978,"{0: ['traffic capacity', 'blood flow', 'open source', 'fluid dynamic cfd'], 1: ['euler equation', 'initial data', 'sobolev space', 'global posedness'], 2: ['surrogate model', 'tensor train', 'machine learning', 'high fidelity'], 3: ['finite element method', 'high order dynamic', 'runge kutta', 'space time'], 4: ['transport noise', 'euler equation', 'stochastic transport', 'stochastic flow'], 5: ['phase flow', 'porous medium', 'navier stokes cahn', 'stokes cahn hilliard'], 6: ['reduce order model', 'proper orthogonal decomposition', 'data driven', 'shape optimization'], 7: ['data assimilation', 'srsw model', 'enhanced diffusion', 'geophysical fluid dynamic']}",16.0,24.0,8.0,318.0,135.0,501.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,6,False,Agglomerative,317.8294982910156,1.0402568670493808,0.5279530882835388,0.40639197321294823,-0.25408767610054594,"{0: ['finite volume', 'fluid dynamic cfd', 'traffic capacity', 'high order dynamic'], 1: ['euler equation', 'initial data', 'sobolev space', 'global posedness'], 2: ['reduce order model', 'non intrusive', 'model reduction', 'proper orthogonal decomposition'], 3: ['transport noise', 'euler equation', 'stochastic transport', 'stochastic flow'], 4: ['navier stokes cahn', 'stokes cahn hilliard', 'porous medium', 'phase flow'], 5: ['surrogate model', 'tensor train', 'high fidelity', 'machine learning']}",82.0,59.0,86.0,203.0,83.0,513.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,3,False,Agglomerative,425.6059875488281,0.8126127762645711,0.6149084568023682,0.4353414457392703,-0.35370201357863684,"{0: ['weak solution', 'cahn hilliard', 'initial data', 'global posedness'], 1: ['fluid dynamic cfd', 'reduce order model', 'reduced order model', 'data driven'], 2: ['tensor train', 'machine learning', 'fluid dynamic cfd', 'operator learn']}",7.0,6.0,4.0,135.0,371.0,523.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,15,6,False,Agglomerative,313.3492736816406,1.0011035251926659,0.5229002833366394,0.4219799245097617,-0.2862820436020214,"{0: ['euler equation', 'initial data', 'global posedness', 'sobolev space'], 1: ['reduce order model', 'reynolds number', 'non intrusive', 'data driven'], 2: ['open source', 'blood flow', 'surrogate model', 'fluid dynamic cfd'], 3: ['transport noise', 'euler equation', 'stochastic flow', 'stochastic transport'], 4: ['maximal density', 'traffic flow', 'data assimilation', 'fundamental diagram'], 5: ['tensor train', 'machine learning', 'fluid dynamic cfd', 'operator learn']}",86.0,60.0,58.0,162.0,159.0,525.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,11,False,KMeans,312.4366760253906,1.1246657371151008,0.46285557746887207,0.42546904276453373,-0.17655121952993527,"{0: ['traffic capacity', 'blood flow', 'finite element', 'open source'], 1: ['euler equation', 'global posedness', 'sobolev space', 'initial data'], 2: ['surrogate model', 'tensor train', 'machine learning', 'turbulent flow'], 3: ['reduce order model', 'shape optimization', 'median dual region', 'proper orthogonal decomposition'], 4: ['transport noise', 'euler equation', 'stochastic transport', 'stochastic flow'], 5: ['phase flow', 'porous medium', 'stokes cahn hilliard', 'compressible phase'], 6: ['dl rom', 'dynamic mode decomposition', 'inverse design', 'optimization problem'], 7: ['data assimilation', 'srsw model', 'enhanced diffusion', 'generative model'], 8: ['boundary layer', 'euler poincar', 'solution navier stokes', 'boltzmann equation'], 9: ['high order dynamic', 'dynamic integration method', 'order dynamic integration', 'parareal algorithm'], 10: ['finite element method', 'interior penalty galerkin', 'compatible finite element', 'finite element space']}",134.0,62.0,165.0,154.0,18.0,533.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,15,False,Agglomerative,262.9234313964844,0.8438397146170401,0.5618360042572021,0.3662232571378222,-0.2441064002982146,"{0: ['green function', 'solution navier stokes', 'energy dissipation', 'geometric mechanic'], 1: ['data assimilation', 'enhanced diffusion', 'srsw model', 'stochastic rotating shallow'], 2: ['transport noise', 'euler equation', 'stochastic flow', 'stochastic transport'], 3: ['computational fluid dynamic', 'surrogate model', 'tensor train', 'machine learning'], 4: ['surface tension', 'sobolev space', 'relativistic fluid dynamic', 'global posedness'], 5: ['reduce order model', 'shape optimization', 'model order reduction', 'koopman operator'], 6: ['trough power plant', 'energy variational', 'parabolic trough power', 'optimal transport'], 7: ['finite element method', 'fluid flow', 'computational fluid dynamic', 'interior penalty galerkin'], 8: ['entropy stable', 'boundary procedure', 'high order', 'equation state'], 9: ['blood flow', 'computational fluid dynamic', 'open source', 'patient specific'], 10: ['double phase', 'boundary layer equation', 'global posedness', 'quasi neutral'], 11: ['maximal density', 'traffic flow', 'fundamental diagram', 'traffic emission'], 12: ['porous medium', 'stokes cahn hilliard', 'navier stokes cahn', 'phase flow'], 13: ['data analysis', 'flow pattern', 'topological flow', 'flow data'], 14: ['flow image', 'speed power', 'openlb uq', 'gpu acceleration']}",42.0,105.0,9.0,313.0,65.0,534.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,5,False,Agglomerative,308.7311096191406,0.8092641955032581,0.5377336740493774,0.42766131432503396,-0.3208938286977232,"{0: ['initial data', 'global posedness', 'sobolev space', 'boundary layer'], 1: ['finite element method', 'fluid dynamic cfd', 'reduce order model', 'reynolds number'], 2: ['transport noise', 'stochastic transport', 'stochastic flow', 'martingale solution'], 3: ['surrogate model', 'tensor train', 'high fidelity', 'machine learning'], 4: ['data assimilation', 'srsw model', 'enhanced diffusion', 'fluctuate hydrodynamics']}",71.0,73.0,3.0,148.0,250.0,545.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,10,8,False,KMeans,306.3598937988281,1.0639151905528363,0.5260370373725891,0.41434340852132334,-0.26432846784686115,"{0: ['traffic capacity', 'blood flow', 'open source', 'fluid dynamic cfd'], 1: ['euler equation', 'global posedness', 'sobolev space', 'initial data'], 2: ['surrogate model', 'tensor train', 'machine learning', 'high fidelity'], 3: ['transport noise', 'euler equation', 'stochastic flow', 'stochastic transport'], 4: ['phase field', 'cahn hilliard', 'porous medium', 'discontinuous galerkin'], 5: ['maximal density', 'data assimilation', 'srsw model', 'fundamental diagram'], 6: ['reduce order model', 'non intrusive', 'proper orthogonal decomposition', 'dynamic mode decomposition'], 7: ['burger equation', 'boundary layer', 'euler poincar', 'solution navier stokes']}",84.0,78.0,105.0,180.0,108.0,555.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,5,10,False,FCM,308.8323669433594,1.147130168126402,0.46627548336982727,0.4365165240701193,-0.21616904003513288,"{0: ['neural operator', 'operator learn', 'fidelity low resolution', 'high fidelity'], 1: ['surrogate model', 'wind farm', 'flow image', 'simulation optimization'], 2: ['high order dynamic', 'runge kutta', 'interior penalty galerkin', 'numerical experiment'], 3: ['blood flow', 'open source', 'patient specific', 'finite volume'], 4: ['transport noise', 'euler equation', 'stochastic flow', 'stochastic transport'], 5: ['physic informed neural', 'informed neural network', 'neural network pinns', 'fourier neural operator'], 6: ['boundary layer', 'euler poincar', 'solution navier stokes', 'incompressible fluid'], 7: ['long time', 'porous medium', 'phase flow', 'stokes cahn hilliard'], 8: ['euler equation', 'global posedness', 'sobolev space', 'initial data'], 9: ['reduce order model', 'proper orthogonal decomposition', 'model reduction', 'shape optimization']}",128.0,71.0,192.0,132.0,37.0,560.0
